Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode,high_lead_time,late_delivery,low_profit,high_discount,delivery_delayed,order_cancelled,lat_bin,lon_bin,location,risk_score,Risk_level,supplier_risk_avg,region_risk_density,location_enc,Order Status_enc,Delivery Status_enc,Shipping Mode_enc,risk_encoded,Predicted_Risk,Order_Date
PAYMENT,2,4,-61.93999863,275.3099976,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,Cora,19304,Bates,101925,Home Office,PR,5032 Little Branch Stead,725,2,Fitness,18.26363182,-66.03704834,Pacific Asia,Rangún,Myanmar (Birmania),19304,1/10/2018 18:35,75751.0,1360.0,52.43999863,0.159999996,179066.0,327.75,-0.230000004,1.0,327.75,275.3099976,-61.93999863,Southeast Asia,Rangún,PENDING_PAYMENT,1360.0,73.0,Smart watch ,327.75,1/12/2018 18:35,Standard Class,0,0,1,1,0,0,18.3,-66.0,Puerto Rico,0.21537962899030433,Low,0.21537962899030433,0.4874795469539309,1,6,0,3,0,Medium,2018-01-10 18:35:00
TRANSFER,5,4,71.20999908,227.5,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,4045,Neal,8245,Consumer,PR,8613 Merry Lagoon Freeway,725,5,Golf,18.2294445,-66.37059021,USCA,Fairfield,Estados Unidos,4045,4/20/2016 18:46,32594.0,502.0,22.5,0.090000004,81522.0,50.0,0.310000002,5.0,250.0,227.5,71.20999908,West of USA ,California,SUSPECTED_FRAUD,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,4/25/2016 18:46,Standard Class,1,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.27403210827999636,Low,0.27403210827999636,0.4874795469539309,1,8,2,3,0,Medium,2016-04-20 18:46:00
TRANSFER,4,4,66.62999725,195.9799957,Shipping on time,0,9,Cardio Equipment,Cypress,EE. UU.,Nicholas,10219,Smith,156064,Corporate,CA,3465 Little Anchor Place,90630,3,Footwear,35.57210541,-120.9117966,Pacific Asia,Ulan Bator,Mongolia,10219,9/26/2016 12:25,43468.0,191.0,4.0,0.02,108572.0,99.98999786,0.340000004,2.0,199.9799957,195.9799957,66.62999725,Eastern Asia,Ulán Bator,PROCESSING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,9/30/2016 12:25,Standard Class,0,0,0,0,0,0,35.6,-120.9,EE. UU.,0.23063286825551418,Low,0.23063286825551418,0.35175171341361916,0,7,3,3,0,Medium,2016-09-26 12:25:00
PAYMENT,4,4,46.79999924,124.7900009,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Mary,9091,Hickman,124697,Home Office,PR,245 Lost Way,725,4,Apparel,18.25314331,-66.37052155,Europe,Madrid,España,9091,7/6/2015 12:21,12778.0,403.0,5.199999809,0.039999999,31956.0,129.9900055,0.379999995,1.0,129.9900055,124.7900009,46.79999924,Southern Europe,Madrid,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,7/10/2015 12:21,Standard Class,0,0,0,0,0,0,18.3,-66.4,Puerto Rico,0.2348737111804007,Low,0.2348737111804007,0.4874795469539309,1,6,3,3,0,Low,2015-07-06 12:21:00
PAYMENT,6,2,98.76999664,201.5700073,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Gregory,6871,Bowman,139745,Home Office,PR,4114 Lost Blossom Farms,725,4,Apparel,18.26157761,-66.37051392,LATAM,Zapopan,México,6871,4/1/2017 6:02,56260.0,365.0,38.38999939,0.159999996,140708.0,59.99000168,0.49000001,4.0,239.9600067,201.5700073,98.76999664,Central America,Jalisco,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,4/7/2017 6:02,Second Class,1,1,0,1,0,0,18.3,-66.4,Puerto Rico,0.7117995641869413,High,0.7117995641869413,0.4874795469539309,1,6,1,2,2,Medium,2017-04-01 06:02:00
TRANSFER,4,4,91.79000092,339.9700012,Shipping on time,0,9,Cardio Equipment,Bronx,EE. UU.,Larry,1758,King,160439,Consumer,NY,2515 Burning Boulevard,10466,3,Footwear,40.86353684,-73.87049866,Africa,Newcastle,SudAfrica,1758,11/22/2016 2:00,47343.0,191.0,59.99000168,0.150000006,118360.0,99.98999786,0.270000011,4.0,399.9599915,339.9700012,91.79000092,Southern Africa,KwaZulu-Natal,PROCESSING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,11/26/2016 2:00,Standard Class,0,0,0,1,0,0,40.9,-73.9,EE. UU.,0.2590830583315469,Low,0.2590830583315469,0.35175171341361916,0,7,3,3,0,Medium,2016-11-22 02:00:00
CASH,2,1,-183.25,250.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Kimberly,2703,Smith,132845,Corporate,PR,8736 Wishing Hickory Townline,725,5,Golf,18.2091713,-66.37055206,Europe,Valladolid,España,2703,10/15/2015 9:13,19688.0,502.0,0.0,0.0,49215.0,50.0,-0.730000019,5.0,250.0,250.0,-183.25,Southern Europe,Castilla y León,CLOSED,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,10/17/2015 9:13,First Class,0,1,1,0,0,0,18.2,-66.4,Puerto Rico,0.6061576909180159,Medium,0.6061576909180159,0.4874795469539309,1,1,1,0,1,Low,2015-10-15 09:13:00
DEBIT,2,4,74.08999634,284.9500122,Advance shipping,0,17,Cleats,Dundalk,EE. UU.,Amy,7775,Le,50327,Consumer,MD,5085 Iron Vale,21222,4,Apparel,39.26262665,-76.52140808,LATAM,Guadalajara,México,7775,5/5/2017 3:11,58581.0,365.0,15.0,0.050000001,146610.0,59.99000168,0.25999999,5.0,299.9500122,284.9500122,74.08999634,Central America,Jalisco,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,5/7/2017 3:11,Standard Class,0,0,0,0,0,0,39.3,-76.5,EE. UU.,0.1691069459544318,Low,0.1691069459544318,0.35175171341361916,0,2,0,3,0,Low,2017-05-05 03:11:00
DEBIT,2,2,49.06000137,260.980011,Shipping on time,0,43,Camping & Hiking,Yauco,Puerto Rico,Margaret,9265,Fischer,14508,Consumer,PR,9003 Easy Gate Drive,698,7,Fan Shop,18.03334045,-66.85192108,Europe,Courbevoie,Francia,9265,9/23/2015 0:30,18156.0,957.0,39.0,0.129999995,45379.0,299.980011,0.189999998,1.0,299.980011,260.980011,49.06000137,Western Europe,Isla de Francia,COMPLETE,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,9/25/2015 0:30,Second Class,0,0,0,1,0,0,18.0,-66.9,Puerto Rico,0.3376865222626798,Low,0.3376865222626798,0.4874795469539309,1,2,3,2,0,Low,2015-09-23 00:30:00
TRANSFER,4,4,28.30999947,97.62000275,Shipping on time,0,11,Fitness Accessories,Santa Clara,EE. UU.,Mary,7401,Moore,19439,Corporate,CA,5401 Hidden Island Hollow,95051,3,Footwear,37.34420395,-121.9884415,Europe,Langen,Alemania,7401,8/27/2015 2:49,16313.0,235.0,7.349999905,0.07,40721.0,34.99000168,0.289999992,3.0,104.9700012,97.62000275,28.30999947,Western Europe,Baja Sajonia,PENDING,235.0,11.0,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,8/31/2015 2:49,Standard Class,0,0,0,0,0,0,37.3,-122.0,EE. UU.,0.23943450530875424,Low,0.23943450530875424,0.35175171341361916,0,5,3,3,0,Medium,2015-08-27 02:49:00
PAYMENT,4,4,120.5299988,245.9799957,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,9011,Smith,146361,Home Office,PR,5959 Harvest Forest Boulevard,725,7,Fan Shop,18.22377396,-66.37060547,Africa,Kampala,Uganda,9011,10/24/2016 23:35,45418.0,957.0,54.0,0.180000007,113488.0,299.980011,0.49000001,1.0,299.980011,245.9799957,120.5299988,East Africa,Kampala,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,10/28/2016 23:35,Standard Class,0,0,0,1,0,0,18.2,-66.4,Puerto Rico,0.25043624135736564,Low,0.25043624135736564,0.4874795469539309,1,6,3,3,0,High,2016-10-24 23:35:00
TRANSFER,3,4,110.1200027,314.6400146,Shipping canceled,0,73,Sporting Goods,Anaheim,EE. UU.,Nayda,19295,Nichols,61565,Consumer,CA,5768 Gentle Nectar Chase,92805,2,Fitness,33.83805847,-117.9110107,Pacific Asia,Jiangyan,China,19295,1/10/2018 15:26,75742.0,1360.0,13.10999966,0.039999999,179057.0,327.75,0.349999994,1.0,327.75,314.6400146,110.1200027,Eastern Asia,Jiangsu,SUSPECTED_FRAUD,1360.0,73.0,Smart watch ,327.75,1/13/2018 15:26,Standard Class,0,0,0,0,0,0,33.8,-117.9,EE. UU.,0.19490568685687798,Low,0.19490568685687798,0.35175171341361916,0,8,2,3,0,Low,2018-01-10 15:26:00
TRANSFER,6,4,68.83999634,152.9700012,Late delivery,1,17,Cleats,Albuquerque,EE. UU.,Susan,10834,Sullivan,107306,Corporate,NM,4543 Cinder Link,87105,4,Apparel,35.06517029,-106.6699524,Europe,Ivry-sur-Seine,Francia,10834,8/27/2015 21:02,16365.0,365.0,27.0,0.150000006,40852.0,59.99000168,0.449999988,3.0,179.9700012,152.9700012,68.83999634,Western Europe,Isla de Francia,PENDING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,9/2/2015 21:02,Standard Class,1,1,0,0,0,0,35.1,-106.7,EE. UU.,0.5604349848667464,Medium,0.5604349848667464,0.35175171341361916,0,5,1,3,1,High,2015-08-27 21:02:00
DEBIT,2,4,77.26000214,164.3800049,Advance shipping,0,67,DVDs,North Las Vegas,EE. UU.,Mariam,18594,Maxwell,130388,Corporate,NV,1525 Golden Nectar Edge,89030,9,Discs Shop,36.18788528,-115.1340866,Pacific Asia,Tamworth,Australia,18594,12/31/2017 9:51,75041.0,1354.0,0.0,0.0,178356.0,164.3800049,0.469999999,1.0,164.3800049,164.3800049,77.26000214,Oceania,Nueva Gales del Sur,COMPLETE,1354.0,67.0,DVDs ,164.3800049,1/2/2018 9:51,Standard Class,0,0,0,0,0,0,36.2,-115.1,EE. UU.,0.15971832088004662,Low,0.15971832088004662,0.35175171341361916,0,2,0,3,0,Low,2017-12-31 09:51:00
TRANSFER,4,4,67.43000031,217.5,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,Ronald,2053,Smith,6868,Consumer,PR,1025 Colonial Plaza,725,5,Golf,18.24120712,-66.37050629,USCA,Seattle,Estados Unidos,2053,5/12/2016 19:26,34103.0,502.0,32.5,0.129999995,85125.0,50.0,0.310000002,5.0,250.0,217.5,67.43000031,West of USA ,Washington,SUSPECTED_FRAUD,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,5/16/2016 19:26,Standard Class,0,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.24725496295978977,Low,0.24725496295978977,0.4874795469539309,1,8,2,3,0,Low,2016-05-12 19:26:00
TRANSFER,2,4,6.170000076,97.94999695,Advance shipping,0,36,Golf Balls,Caguas,Puerto Rico,Katherine,7200,Smith,14388,Consumer,PR,3899 Blue Nook,725,6,Outdoors,18.22846603,-66.37055969,Pacific Asia,Guwahati,India,7200,12/19/2015 21:34,24176.0,810.0,2.0,0.02,60483.0,19.98999977,0.059999999,5.0,99.94999695,97.94999695,6.170000076,South Asia,Assam,PENDING,810.0,36.0,Glove It Women's Mod Oval Golf Glove,19.98999977,12/21/2015 21:34,Standard Class,0,0,1,0,0,0,18.2,-66.4,Puerto Rico,0.17356752911642753,Low,0.17356752911642753,0.4874795469539309,1,5,0,3,0,Low,2015-12-19 21:34:00
DEBIT,4,2,142.5500031,296.980011,Late delivery,1,43,Camping & Hiking,Vega Baja,Puerto Rico,Jean,10412,Hartman,108382,Consumer,PR,5802 Rocky Bluff Gardens,693,7,Fan Shop,18.44484711,-66.38641357,Pacific Asia,Dumai,Indonesia,10412,12/18/2015 14:44,24088.0,957.0,3.0,0.01,60265.0,299.980011,0.479999989,1.0,299.980011,296.980011,142.5500031,Southeast Asia,Riau,COMPLETE,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,12/22/2015 14:44,Second Class,0,1,0,0,0,0,18.4,-66.4,Puerto Rico,0.61651088294802,High,0.61651088294802,0.4874795469539309,1,2,1,2,2,Low,2015-12-18 14:44:00
CASH,3,2,133.7200012,278.5899963,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,Nichole,19485,Olsen,39430,Corporate,PR,2051 Dusty Route,725,2,Fitness,18.23322296,-66.03705597,Pacific Asia,Guangzhou,China,19485,1/13/2018 10:00,75932.0,1360.0,49.15999985,0.150000006,179247.0,327.75,0.479999989,1.0,327.75,278.5899963,133.7200012,Eastern Asia,Guangdong,CLOSED,1360.0,73.0,Smart watch ,327.75,1/16/2018 10:00,Second Class,0,1,0,1,0,0,18.2,-66.0,Puerto Rico,0.6119045559460872,Medium,0.6119045559460872,0.4874795469539309,1,1,1,2,1,High,2018-01-13 10:00:00
TRANSFER,3,2,17.70000076,294.980011,Shipping canceled,0,73,Sporting Goods,Caguas,Puerto Rico,Lucy,19470,Mcknight,156072,Corporate,PR,1082 Quiet Treasure Link,725,2,Fitness,18.20733643,-66.03705597,Pacific Asia,Geelong,Australia,19470,1/13/2018 4:45,75917.0,1360.0,32.77999878,0.100000001,179232.0,327.75,0.059999999,1.0,327.75,294.980011,17.70000076,Oceania,Victoria,CANCELED,1360.0,73.0,Smart watch ,327.75,1/16/2018 4:45,Second Class,0,0,0,1,0,1,18.2,-66.0,Puerto Rico,0.3729513681741051,Low,0.3729513681741051,0.4874795469539309,1,0,2,2,0,High,2018-01-13 04:45:00
TRANSFER,6,4,28.87000084,151.9600067,Shipping canceled,0,29,Shop By Sport,San Jose,EE. UU.,Mary,3071,Meadows,44982,Consumer,CA,5835 Harvest Vista,95127,5,Golf,37.37883377,-121.8303375,Europe,Carpentras,Francia,3071,7/11/2017 20:25,63220.0,627.0,8.0,0.050000001,158064.0,39.99000168,0.189999998,4.0,159.9600067,151.9600067,28.87000084,Western Europe,Provenza-Alpes-Costa Azul,CANCELED,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/17/2017 20:25,Standard Class,1,0,0,0,0,1,37.4,-121.8,EE. UU.,0.3063836971747789,Low,0.3063836971747789,0.35175171341361916,0,0,2,3,0,Low,2017-07-11 20:25:00
DEBIT,3,4,123.0299988,447.3699951,Advance shipping,0,68,Garden,Compton,EE. UU.,Leilani,15490,Clarke,165326,Corporate,CA,1040 Shady Horse Limits,90220,6,Outdoors,33.89582443,-118.2425995,Pacific Asia,Seúl,Corea del Sur,15490,11/16/2017 2:23,71937.0,1355.0,85.20999908,0.159999996,175252.0,532.5800171,0.280000001,1.0,532.5800171,447.3699951,123.0299988,Eastern Asia,Seúl,COMPLETE,1355.0,68.0,Lawn mower,532.5800171,11/19/2017 2:23,Standard Class,0,0,0,1,0,0,33.9,-118.2,EE. UU.,0.2350160728423087,Low,0.2350160728423087,0.35175171341361916,0,2,0,3,0,Low,2017-11-16 02:23:00
DEBIT,3,4,54.90999985,114.3899994,Advance shipping,0,18,Men's Footwear,Mcallen,EE. UU.,Mary,10026,Wilson,131553,Corporate,TX,2459 Round Spring Towers,78501,4,Apparel,26.20558739,-98.23548889,Pacific Asia,Newcastle,Australia,10026,2/2/2016 3:28,27207.0,403.0,15.60000038,0.119999997,68159.0,129.9900055,0.479999989,1.0,129.9900055,114.3899994,54.90999985,Oceania,Nueva Gales del Sur,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2/5/2016 3:28,Standard Class,0,0,0,0,0,0,26.2,-98.2,EE. UU.,0.206212309907115,Low,0.206212309907115,0.35175171341361916,0,2,0,3,0,High,2016-02-02 03:28:00
TRANSFER,3,4,-290.5,166.0,Advance shipping,0,24,Women's Apparel,Jersey City,EE. UU.,Benjamin,7272,Hurst,29841,Consumer,NJ,7697 Easy Butterfly Centre,7305,5,Golf,40.70602036,-74.08685303,Africa,Kalemie,República Democrática del Congo,7272,10/14/2016 3:59,44677.0,502.0,34.0,0.170000002,111568.0,50.0,-1.75,4.0,200.0,166.0,-290.5,Central Africa,Katanga,PROCESSING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,10/17/2016 3:59,Standard Class,0,0,1,1,0,0,40.7,-74.1,EE. UU.,0.2786097620386933,Low,0.2786097620386933,0.35175171341361916,0,7,0,3,0,High,2016-10-14 03:59:00
CASH,2,1,-72.87000275,95.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,9689,Moore,117783,Corporate,PR,3996 Misty Vale,725,5,Golf,18.28805924,-66.37062836,USCA,Houston,Estados Unidos,9689,4/26/2016 5:27,32967.0,502.0,5.0,0.050000001,82443.0,50.0,-0.769999981,2.0,100.0,95.0,-72.87000275,US Center ,Texas,CLOSED,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,4/28/2016 5:27,First Class,0,1,1,0,0,0,18.3,-66.4,Puerto Rico,0.5894221659375861,Medium,0.5894221659375861,0.4874795469539309,1,1,1,0,1,High,2016-04-26 05:27:00
PAYMENT,2,4,12.09000015,120.8899994,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Kyle,6316,Smith,6773,Home Office,PR,7107 Blue Rise Place,725,4,Apparel,18.2232132,-66.3705368,Europe,Garches,Francia,6316,7/8/2017 5:11,62971.0,403.0,9.100000381,0.07,157474.0,129.9900055,0.100000001,1.0,129.9900055,120.8899994,12.09000015,Western Europe,Isla de Francia,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,7/10/2017 5:11,Standard Class,0,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.17668868123911183,Low,0.17668868123911183,0.4874795469539309,1,6,0,3,0,High,2017-07-08 05:11:00
DEBIT,6,4,-113.0999985,43.5,Late delivery,1,24,Women's Apparel,Pompano Beach,EE. UU.,Shirley,8622,Smith,108978,Corporate,FL,9882 Cotton Abbey,33068,5,Golf,26.21472931,-80.23004913,Pacific Asia,Darwin,Australia,8622,2/18/2016 21:40,28355.0,502.0,6.5,0.129999995,70946.0,50.0,-2.599999905,1.0,50.0,43.5,-113.0999985,Oceania,Territorio del Norte,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2/24/2016 21:40,Standard Class,1,1,1,0,0,0,26.2,-80.2,EE. UU.,0.5808093833856133,Medium,0.5808093833856133,0.35175171341361916,0,2,1,3,1,High,2016-02-18 21:40:00
TRANSFER,6,4,49.79000092,99.58000183,Late delivery,1,17,Cleats,Kaneohe,EE. UU.,Mary,12431,Rios,143843,Corporate,HI,1221 Cinder Pines,96744,4,Apparel,21.41555023,-157.803894,LATAM,Brasília,Brasil,12431,1/27/2017 2:16,51865.0,365.0,20.39999962,0.170000002,129598.0,59.99000168,0.5,2.0,119.9800034,99.58000183,49.79000092,South America,Distrito Federal,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,2/2/2017 2:16,Standard Class,1,1,0,0,0,0,21.4,-157.8,EE. UU.,0.5599485465586809,Medium,0.5599485465586809,0.35175171341361916,0,7,1,3,1,High,2017-01-27 02:16:00
DEBIT,3,2,16.95000076,103.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,9526,Patrick,35300,Consumer,PR,9503 Hazy Pine Edge,725,4,Apparel,18.2063179,-66.37055969,LATAM,Toluca,México,9526,1/20/2015 8:33,1327.0,403.0,26.0,0.200000003,3282.0,129.9900055,0.159999996,1.0,129.9900055,103.9899979,16.95000076,Central America,México,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1/23/2015 8:33,Second Class,0,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.6190968310652293,High,0.6190968310652293,0.4874795469539309,1,2,1,2,2,Low,2015-01-20 08:33:00
TRANSFER,6,4,-0.649999976,50.0,Late delivery,1,7,Hockey,Oceanside,EE. UU.,Bobby,4742,Mcknight,106802,Consumer,CA,1440 Wishing Point,92057,2,Fitness,33.22548676,-117.3070679,Europe,Kaunas,Lituania,4742,1/12/2017 1:24,50835.0,134.0,0.0,0.0,127048.0,25.0,-0.01,2.0,50.0,50.0,-0.649999976,Northern Europe,Kaunas,PROCESSING,134.0,7.0,Nike Women's Legend V-Neck T-Shirt,25.0,1/18/2017 1:24,Standard Class,1,1,1,0,0,0,33.2,-117.3,EE. UU.,0.5569401472858586,Medium,0.5569401472858586,0.35175171341361916,0,7,1,3,1,Low,2017-01-12 01:24:00
DEBIT,3,4,102.8799973,293.9500122,Advance shipping,0,17,Cleats,Fargo,EE. UU.,Mary,4795,Smith,87142,Consumer,ND,1812 Little Pine Parade,58103,4,Apparel,46.84161377,-96.8080368,LATAM,Carrefour,Haití,4795,1/21/2015 19:35,1427.0,365.0,6.0,0.02,3538.0,59.99000168,0.349999994,5.0,299.9500122,293.9500122,102.8799973,Caribbean,Ouest,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,1/24/2015 19:35,Standard Class,0,0,0,0,0,0,46.8,-96.8,EE. UU.,0.19201396129749218,Low,0.19201396129749218,0.35175171341361916,0,2,0,3,0,High,2015-01-21 19:35:00
DEBIT,6,2,37.83000183,126.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,6588,Smith,38695,Consumer,PR,1116 Silent Crest,725,4,Apparel,18.21555901,-66.37050629,Europe,Hamburgo,Alemania,6588,6/10/2015 9:56,10990.0,403.0,3.900000095,0.029999999,27538.0,129.9900055,0.300000012,1.0,129.9900055,126.0899963,37.83000183,Western Europe,Hamburgo,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,6/16/2015 9:56,Second Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.7023746932707294,High,0.7023746932707294,0.4874795469539309,1,2,1,2,2,High,2015-06-10 09:56:00
DEBIT,6,2,35.20000076,399.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Robert,6194,Holloway,14876,Consumer,PR,4806 Sleepy Pike,725,7,Fan Shop,18.23285675,-66.37050629,LATAM,Tlalpan,México,6194,4/9/2015 8:58,6740.0,1004.0,0.0,0.0,16845.0,399.980011,0.090000004,1.0,399.980011,399.980011,35.20000076,Central America,Distrito Federal,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,4/15/2015 8:58,Second Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.7005494082111038,High,0.7005494082111038,0.4874795469539309,1,2,1,2,2,Low,2015-04-09 08:58:00
TRANSFER,3,4,60.90000153,210.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,4998,Smith,97046,Consumer,PR,1235 Honey Mews,725,5,Golf,18.26036263,-66.37050629,LATAM,Valencia,Venezuela,4998,5/10/2015 3:08,8847.0,502.0,40.0,0.159999996,22094.0,50.0,0.289999992,5.0,250.0,210.0,60.90000153,South America,Carabobo,PROCESSING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,5/13/2015 3:08,Standard Class,0,0,0,1,0,0,18.3,-66.4,Puerto Rico,0.21949745345340332,Low,0.21949745345340332,0.4874795469539309,1,7,0,3,0,Medium,2015-05-10 03:08:00
TRANSFER,4,4,25.80999947,82.45999908,Shipping on time,0,12,Boxing & MMA,Aurora,EE. UU.,Mary,9345,Branch,57152,Corporate,CO,4767 Wishing Round,80013,3,Footwear,39.49591446,-98.98998261,Pacific Asia,Heyuan,China,9345,12/19/2015 1:15,24118.0,249.0,27.48999977,0.25,60332.0,54.97000122,0.310000002,2.0,109.9400024,82.45999908,25.80999947,Eastern Asia,Guangdong,PENDING,249.0,12.0,Under Armour Women's Micro G Skulpt Running S,54.97000122,12/23/2015 1:15,Standard Class,0,0,0,0,0,0,39.5,-99.0,EE. UU.,0.25172722227720173,Low,0.25172722227720173,0.35175171341361916,0,5,3,3,0,Medium,2015-12-19 01:15:00
DEBIT,6,2,-12.67000008,287.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,George,4033,Simmons,76827,Consumer,PR,6924 Lazy Embers Pathway,725,7,Fan Shop,18.26682663,-66.37059784,Europe,Marseille,Francia,4033,10/13/2015 10:38,19555.0,957.0,12.0,0.039999999,48888.0,299.980011,-0.039999999,1.0,299.980011,287.980011,-12.67000008,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,10/19/2015 10:38,Second Class,1,1,1,0,0,0,18.3,-66.4,Puerto Rico,0.7161416955783448,High,0.7161416955783448,0.4874795469539309,1,2,1,2,2,Low,2015-10-13 10:38:00
DEBIT,3,4,169.6300049,484.6499939,Advance shipping,0,68,Garden,Olathe,EE. UU.,Blythe,15675,Best,153582,Corporate,KS,9994 Green Jetty,66062,6,Outdoors,38.89456177,-94.77796173,Pacific Asia,Gold Coast,Australia,15675,11/18/2017 19:11,72122.0,1355.0,47.93000031,0.090000004,175437.0,532.5800171,0.349999994,1.0,532.5800171,484.6499939,169.6300049,Oceania,Queensland,COMPLETE,1355.0,68.0,Lawn mower,532.5800171,11/21/2017 19:11,Standard Class,0,0,0,1,0,0,38.9,-94.8,EE. UU.,0.2047795914044167,Low,0.2047795914044167,0.35175171341361916,0,2,0,3,0,High,2017-11-18 19:11:00
TRANSFER,4,4,89.16999817,181.9799957,Shipping on time,0,9,Cardio Equipment,Woodbridge,EE. UU.,Mary,4029,Roman,102733,Corporate,VA,1866 Velvet Forest Field,22193,3,Footwear,37.16918945,-76.54801178,Pacific Asia,Ranchi,India,4029,12/29/2015 18:45,24853.0,191.0,18.0,0.090000004,62257.0,99.98999786,0.49000001,2.0,199.9799957,181.9799957,89.16999817,South Asia,Jharkhand,PENDING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,1/2/2016 18:45,Standard Class,0,0,0,0,0,0,37.2,-76.5,EE. UU.,0.23485010765408887,Low,0.23485010765408887,0.35175171341361916,0,5,3,3,0,High,2015-12-29 18:45:00
DEBIT,5,4,69.09999847,191.9499969,Late delivery,1,29,Shop By Sport,Winnetka,EE. UU.,Theresa,1295,Lopez,107850,Consumer,CA,4472 Tawny Jetty,91306,5,Golf,34.15251541,-118.5712433,LATAM,Tegucigalpa,Honduras,1295,1/10/2015 19:46,674.0,627.0,8.0,0.039999999,1654.0,39.99000168,0.360000014,5.0,199.9499969,191.9499969,69.09999847,Central America,Francisco Morazán,COMPLETE,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1/15/2015 19:46,Standard Class,1,1,0,0,0,0,34.2,-118.6,EE. UU.,0.5158788321660921,Low,0.5158788321660921,0.35175171341361916,0,2,1,3,0,High,2015-01-10 19:46:00
